Tempo	Acel X	Acel Y	Acel Z
2024-02-18 04:06:02.271286	-2.749482422	3.084785156	8.832832031
2024-02-18 04:06:02.278915	-2.941083984	3.132685547	8.957373047
2024-02-18 04:06:02.283616	-2.7590625	2.988984375	8.938212891
2024-02-18 04:06:02.288088	-2.7590625	2.998564453	8.928632813
2024-02-18 04:06:02.292656	-2.720742188	3.123105469	8.842412109
2024-02-18 04:06:02.300059	-2.711162109	2.988984375	8.813671875
2024-02-18 04:06:02.304574	-2.749482422	3.017724609	8.851992188
2024-02-18 04:06:02.309134	-2.739902344	3.132685547	8.813671875
2024-02-18 04:06:02.314084	-2.692001953	3.132685547	8.947792969
2024-02-18 04:06:02.318694	-2.730322266	3.132685547	8.842412109
2024-02-18 04:06:02.323426	-2.720742188	3.008144531	8.813671875
2024-02-18 04:06:02.327893	-2.730322266	3.103945313	8.832832031
2024-02-18 04:06:02.333019	-2.7590625	3.123105469	8.842412109
2024-02-18 04:06:02.337638	-2.692001953	3.017724609	8.813671875
2024-02-18 04:06:02.342222	-2.7590625	3.113525391	8.957373047
2024-02-18 04:06:02.346892	-2.739902344	3.132685547	8.813671875
2024-02-18 04:06:02.351493	-2.720742188	2.998564453	8.823251953
2024-02-18 04:06:02.356137	-2.720742188	3.123105469	8.861572266
2024-02-18 04:06:02.360827	-2.711162109	3.017724609	8.851992188
2024-02-18 04:06:02.365287	-2.739902344	3.103945313	8.813671875
2024-02-18 04:06:02.369849	-2.7590625	3.008144531	8.823251953
2024-02-18 04:06:02.374604	-2.7590625	3.027304688	8.861572266
2024-02-18 04:06:02.379128	-2.720742188	3.027304688	8.832832031
2024-02-18 04:06:02.383731	-2.730322266	3.094365234	8.842412109
2024-02-18 04:06:02.388448	-2.7590625	3.094365234	8.832832031
2024-02-18 04:06:02.392982	-2.692001953	3.075205078	8.813671875
2024-02-18 04:06:02.397566	-2.7590625	3.132685547	8.938212891
2024-02-18 04:06:02.402265	-2.739902344	3.046464844	8.851992188
2024-02-18 04:06:02.406839	-2.720742188	3.123105469	8.842412109
2024-02-18 04:06:02.411506	-2.711162109	3.084785156	8.832832031
2024-02-18 04:06:02.416620	-2.711162109	3.132685547	8.851992188
2024-02-18 04:06:02.423774	-2.739902344	3.008144531	8.832832031
2024-02-18 04:06:02.428458	-2.701582031	3.008144531	9.062753906
2024-02-18 04:06:02.432998	-2.921923828	2.998564453	8.842412109
2024-02-18 04:06:02.438502	-2.739902344	2.988984375	8.823251953
2024-02-18 04:06:02.443186	-2.701582031	2.998564453	8.957373047
2024-02-18 04:06:02.447706	-2.720742188	2.988984375	8.823251953
2024-02-18 04:06:02.452295	-2.730322266	2.998564453	8.851992188
2024-02-18 04:06:02.457001	-2.7590625	3.008144531	8.947792969
2024-02-18 04:06:02.461589	-2.749482422	2.988984375	8.957373047
2024-02-18 04:06:02.466077	-2.701582031	2.998564453	8.851992188
2024-02-18 04:06:02.470817	-2.739902344	3.017724609	9.04359375
2024-02-18 04:06:02.475441	-2.739902344	3.027304688	8.947792969
2024-02-18 04:06:02.480176	-2.921923828	3.027304688	8.832832031
2024-02-18 04:06:02.493410	-2.720742188	3.132685547	8.938212891
2024-02-18 04:06:02.498026	-2.749482422	2.988984375	8.957373047
2024-02-18 04:06:02.502696	-2.711162109	2.988984375	8.813671875
